Publisher Name,Publisher Registry Id,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,Time lag
"Alliance for Global Water Adaptation, Inc",agwa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Alliance for a Green Revolution for Africa,agra,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Alliance of Religions and Conservation,alliance_of_religions_and_conservation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Altai Consulting,altai,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
American Friends Service Committee,afsc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amnesty International The Netherlands,amnesty,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amnesty International UK Section Charitable Trust,aiuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Flying Doctors,amrefnl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa Headquarters,amrefhq,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa Malawi,amrefmw,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa in Kenya,amrefkenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref Health Africa in Tanzania,amreftz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Amref health Africa in Senegal,awa_sn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ananda Marga Universal Relief Team (AMURT) Africa,amurt_kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Anti-Slavery International,asil,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Apollo Agriculture,apolloagriculture,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Arab Reporters for Investigative Journalism,arij,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Arab Women Organization of Jordan,awo2022,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Arab foundation for freedoms and equality,afemena,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Article19,art19,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ashoka East Africa,ashoka,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Asia Justice and Rights,ajar,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Asian Coalition for Housing Rights,achr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Asian-Pacific Resource and Research Centre for Women (ARROW),my-ssm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Asociación Movimiento Feminista Por La Paz Ruta Pacífica de las Mujeres,rpm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Assistance Mission for Africa,ama-south-sudan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association Béninoise pour la Promotion de la Famille,abpf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association Béninoise pour le Marketing Social et la Communication pour la Santé (ABMS),abms,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association Centrafricaine de Traduction de la Bible et Alphabetisation,acatba,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association de Soutien au Développement des Activités de Population,asdap,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Association de solidarité internationale, Agriculteurs français et développement international (Afdi) France",afdi-fr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association des Editeurs du Magazine Jimbere,j2022,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association des Jeunes Burundais pour le Développement Inclusif (AJEBUDI-YAGA),ajebudi_2024,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Association for Prevention of Septic Abortion, Bangladesh (BAPSA)",bapsa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association for Progressive Communication,apc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association for Reproductive and Family Health,arfh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association for Women's Rights in Development (AWID),awid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association of Commonwealth Universities,acu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Association pour la Promotion de l'Education et de la Formation à l'Etranger,apefe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Atos IT Services Ltd,atosuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,aipr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Australia - Department of  Foreign Affairs and Trade,ausgov,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Auto-Développement Afrique (ADA),ada,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Avanti Communications Plc,ava_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Awake Travel,awaketravel,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BFA Global Kenya Ltd,bfa_global,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BRAC,brac_admin2,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BRAC UK,bracuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BSR,bsr_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Babawatoto Centre For Children and Youth,bawacecy-tz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Backward Society Education (BASE),base_22,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Balloon Ventures Foundation,bvf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bangladesh Business and Disability Network,bbdn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bangladesh Nari Progati Sangha,bnps,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bangladesh Primary Care Respiratory Society,bpcrs,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bangladesh Youth Leadership Center,bylc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bani Abdurrahman Wahid Foundation (YBAW),ybawahid,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Basel Institute on Governance,basel_institute,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BasicNeeds,basicneeds,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Basil Energetics Private Limited,bepl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Baylor College of Medicine Children's Foundation Malawi,bcm-cf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bboxx,bboxx,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bees Abroad UK,bauk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bees for Development Trust,beesfordevelopment,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Behavioural Insights Team,bit,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Benelux Afro Center,bac,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Berytech Foundation,berytech,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bibliothèques Sans Frontières,bsf1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bioclimate Research and Development,bioclimate,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Blue Veins,bveins,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Blue Ventures Conservation,blueventures,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
BoP Innovation Center,bopinc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Boston Consulting Group UK LLP,bcg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Both ENDS,bothends,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bournemouth University Higher Education Corporation,bournemouth_university,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Brigham and Women's Hospital,bwh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
British & Irish Agencies Afghanistan Group,baag,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Brujula Comunicaciones Estrategicas SAS,brujula,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Bucks Community NGO,bucksfarm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Buddhist Compassion Relief Tzu Chi Foundation,tzuchiuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Build Africa,buildafrica,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Burns Violence Survivors - Nepal,bvs-nepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Burundi Leadership Training Programme,bltp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Business Watch Indonesia,bwi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Business in the Community,bitc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
C40 Cities Climate Leadership Group,c40cities,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CABI,cabi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CAPABUILD,capabui,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE BENIN/TOGO,carebenintogo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE International Afghanistan,ciafg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE International in Zimbabwe,ciz,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE Nepal,cnepal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARE international foundation Switzerland in Sudan,cis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CARPO - Center for Applied Research in Partnership with the Orient,carpo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CDA Collaborative Learning Projects,cda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CDAC Network,cdacnetwork,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CHEKA SANA TANZANIA,cst,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CHOICE for Youth and Sexuality,cfyas,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CIFAL Scotland,cifal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CINI,cini_jhk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CLIMATE ACTION PLATFORM - AFRICA,cap-a,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CNV Internationaal,nl-kvk-54436222-27541,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
COC Nederland,cocnl_publisher,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CODA International,coda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CODEART ASBL,codeart,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
COWI,cowi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CRANE,crane,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CREA,creausa-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
CUAMM Trustees,cuammtrustees,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cambridge Institute for Sustainability Leadership,cisl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Camfed International,camfed,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Canada Department of Finance / Ministère des Finances Canada,finance_canada,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Canon Collins Trust,canoncollinstrust,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Carbon Trust (Beijing) Consulting Limited,ctbeijing,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cardno Emerging Markets,cardnoem,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Carers Worldwide,cww,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Caribbean Development Bank (CDB),caribank,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Caritas Denmark,caritas_denmark,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Caritas Finland,caritasfin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Caritas Serbia,caritas_serbia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cecily's Fund,cecily,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for Development and Integration,cdi_vn_2021,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for International Legal Cooperation (CILC),cilc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for International Studies and Cooperation,ceci,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for Research on Environment Health and Population Activities (CREHPA),crehpa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Center for Research, Evaluation Resources and Development (CRERD)",crerd_ng,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Center for the Study of Islam and Society (PPIM),ppim,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre Diocésain de Communication de Ouahigouya,cdc_ohg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre For Citizens With Disabilities,ccdnigeria,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre International de Développement et de Recherche,cidr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre des Etudes Méditerranéennes et Internationales,cemi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Economic Strategy Ukraine,ces-ua,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Environment Human Rights and Development,cehrd1,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Humanitarian Dialogue (HD Centre),hdcentre,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Indian Knowledge Systems,ciks,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Centre for Injury Prevention and Research, Bangladesh (CIPRB)",ciprb,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Journalism Innovation and Development,cjid_ng,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Legal Research and Development,clerd-prpi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Policy Dialogue,cpd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for Rights Education and Awareness,creawkenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centre for the Study of Adolescence,csa-kenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centro de Aprendizagem e Capacitação da Sociedade Civil,cesc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centro de Inteligência Territorial,cit_brazil,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,promsex,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cesvi,cesvi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Chama cha Uzazi na Malezi Bora Tanzania (UMATI),umati,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Chance for Childhood,chanceforchildhood,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Chemonics International Inc.,chemonics,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Child-to-Child,ctc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Child.org,child-dot_org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ChildFund International,childfund,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ChildHope UK,childhopeuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Children in Crisis,cic,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Children in Crossfire,cicni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Christian Engineers in Development,ced,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Church of England - The Archbishops' Council,coe-abc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
City of London Corporation,col-greenfinance,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Climate Bonds Initiative,cbi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Climate Investment Funds,cif,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Climate Policy Initiative,cpi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Coalition of African Lesbians (CAL),cal_2000-pu,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cobra Collective CIC,cobracollective,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ColaLife,colalife,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Collective for Research and Training on Development Action,crtda,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Comité pour l'abolition des dettes illégitimes,cadtm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commonwealth Local Government Forum,clgf_data,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Adja-Ouere - Bénin,adja-ouere,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Adjarra - Bénin,adjarra,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Adjohoun - Bénin,adjohoun,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Akpro-Missérété - Bénin,akpro-misserete,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Allada - Bénin,allada,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Aplahoué - Bénin,aplahoue,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Avrankou - Bénin,avrankou,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Bopa - Bénin,bopa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Comè - Bénin,come,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Dangbo - Benin,dangbo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Ifangni - Bénin,ifangni,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Klouékanmè - Bénin,klouekanme,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Kpomassè - Bénin,kpomasse,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Kétou - Bénin,ketou,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Lalo - Bénin,lalo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Parakou - Bénin,parakou,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Pobè - Bénin,pobe,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Toffo - Bénin,toffo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Toviklin - Bénin,toviklin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Commune de Zè - Bénin,ze,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Compassion UK,comp_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Conciliation Resources,cr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Concordis International,concordis,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Confederation of Danish Industry,di,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Conflict Dynamics International,cdi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Conflict, Stability and Security Fund",cssf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Conseil et Appui pour l'Education à la Base Mali,caeb_mali,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Conservation International Foundation,c_i_f,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Consortium for Street Children,csc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Consortium of Reproductive Health Associations (CORHA),corha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Construction Sector Transparency Initiative (CoST),cost_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cord,cord,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Corporación de Apoyo a Comunidades Populares,codacop,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Corus International,corus,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Coöperatief Climate Fund Managers U.A.,cfm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cross-Government Prosperity Fund,prosperityfund,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Crown Agents Limited,cal,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Cyan International,cyan,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
D. Capital Partners,dcapitalpartners,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DAI Global Health,healthpartners-international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DECP,decp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DKT - (Pakistan),dkt,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DKT Ethiopia,dkt_ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DKT RD Congo,dkt_drc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Dalberg Catalyst,dalbergcatalyst,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Damiaanactie / Action Damien,damien-foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Data4Development,d4d,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DataDrivenFinance Kenya Ltd,ddfkenya,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
David Gordon Memorial Hospital,dgmh,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Dawuro Development Association,dawuro_da,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DeafKidz International,dki1151219,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
DeepRoot Consulting,dr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Delivery Associates Ltd,delivery_associates,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Deloitte Touche Tohmatsu India LLP,dttillp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Democracy Reporting International gGmbH,dri,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Democratic Governance Facility,dgf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Department for International Trade,dit,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Desmond Tutu HIV Foundation,dthfxx12,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Development Aid from People to People (DAPP) Malawi,dapp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Development Expertise Center,dec_ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Development Initiatives Poverty Research,dipr,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Development Media International,dmi_admin,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Development Organisation of the Rural Poor,dorp-org,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Developments In Literacy Trust UK,diltuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Devidayal Solar Solutions Private Limited,ddsolar,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Digital Campus,dc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Direcção Provincial de Saúde de Nampula,dps-nampula,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Disability Rights Advocacy Fund,draf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Disability Rights Fund,drf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Disability and Development Partners,ddp,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Disabled People's Organisations Denmark,dpod,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Disasters Emergency Committee,dec-uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Discovery Learning Alliance, Inc.",dla,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Djapo,djapo,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Doctors of the World (NL)/ Dokters van de Wereld,mdmnl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Doctors of the World UK,dotw_uk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Doctors with Africa CUAMM,cuamm,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Down syndrome Foundation Nigeria,dsfn,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Drugs for Neglected Diseases initiative (DNDi),dndi_transparency,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Dóchas - Irish Association of Non Governmental Development Organisations,dochas,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"E3 - Ecología, Economía y Etíca",grupoe3,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
EABX,eabx,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
ELEVATE Hong Kong Holdings Limited,elevatelimited,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Earthworm Foundation,ewf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
East African Playgrounds,eap,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Echos Communication,ec,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Economic and Social Fund for Development,esfd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Economic and Social Research Foundation (ESRF),esrf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ecorys Nederland B.V.,ecorysnl,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ecovega Enterprises,ecovega,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Educate!,educate,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Edukans Foundation,edukans_foundation,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Emissa,emissa,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Emmanuel International UK,eiuk,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Energy 4 Impact,e4i,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
EngenderHealth Ethiopia,engenderhealth_eth,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Engineers Without Borders Canada,ewb_canada,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Enroot,nroot,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
"Entiqal for Training ""Partners for Good""",pfg,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Equality Now,e_n,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Equatorial Power Limited,ep,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ethical Trading Initiative,eti,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ethiopiaid Ireland,ethiopiaidireland,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ethiopian Public Health Association,epha,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Ethiopian Women Lawyers Association,ewla,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Eurasia Partnership Foundation,epf,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
European Forest Institute,efi,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
European Institute of Peace,eip,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
European Journalism Centre,ejc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Eve Organization for Women Development,eveowd,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
EveryChild,evc,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Excellent Development,excellent,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Exeter Ethiopia Link,eel,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FHI360,fhi360,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FIND,finddiagnostics,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FMDQ Group PLC,fmdqgroupplc_2013,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FONCABA ASBL KBA VZW,foncaba,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FRANK Water,frankwater,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
FairChain Foundation,fc-f,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fairfood International,fairfood,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
Fairtrade Labelling Organizations International e.V.,fairtrade_international,0,0,0,0,0,0,0,0,0,0,0,0,More than one year
