Publisher Name,Publisher Registry Id,Activities,Organisations,Files,Activity Files,Organisation Files,Total File Size,Reporting Org on Registry,Reporting Orgs in Data (count),Reporting Orgs in Data,Hierarchies (count),Hierarchies
Stichting Deltares,deltares,28,0,1,1,0,525345,NL-KVK-41146461,1,NL-KVK-41146461,1,1
"UK Department for Energy, Security and Net Zero",desnz,31,1,2,1,1,544704,GB-GOV-25,1,GB-GOV-25,1,null
United States International Development Finance Corporation,dfc,35,1,20,19,1,133539,US-GOV-22,1,US-GOV-22,1,1
UK – Department for Education,dfe,4,1,2,1,1,18999,GB-GOV-14,1,GB-GOV-14,1,1
Danish Family Planning Association,dfpa,27,1,2,1,1,98345,DK-CVR-58185728,1,DK-CVR-58185728,1,1
Democratic Governance Facility,dgf,3,1,2,1,1,170031,XI-IATI-DGF,1,XI-IATI-DGF,1,1
Stichting fondsbeheer DGGF lokaal MKB,dggf_financing_local_smes,148,1,2,1,1,895195,NL-KVK-61172863,1,NL-KVK-61172863,1,1
David Gordon Memorial Hospital,dgmh,1,0,1,1,0,7994,MW-MRA-20120896,1,MW-MRA-20120896,1,1
Nepal Disabled Human Rights Center,dhrc_nepal,1,1,2,1,1,14861,NP-SWC-10136,1,NP-SWC-10136,1,1
United States Department of Homeland Security,dhs,396,1,88,87,1,24058737,US-GOV-19,2,US-GOV-19;US-USAGOV,1,1
UK - Department of Health and Social Care (DHSC),dhsc,336,1,4,3,1,4846999,GB-GOV-10,1,GB-GOV-10,2,1;2
Confederation of Danish Industry,di,2,1,2,1,1,38891,DK-CVR-16077593,1,DK-CVR-16077593,1,1
Diakonia (Sweden),diakonia-sweden,4,1,3,2,1,30510,SE-ON-802017-3517,1,SE-ON-802017-3517,1,1
Developments In Literacy Trust UK,diltuk,1,1,2,1,1,20240,GB-CHC-1122924,1,GB-CHC-1122924,1,1
Development Initiatives Poverty Research,dipr,0,1,1,0,1,1361,GB-COH-06368740,1,GB-COH-06368740,0,
Department for International Trade,dit,1,1,2,1,1,11566,GB-GOV-15,1,GB-GOV-15,1,1
DiXi Group NGO,dixigroup,1,1,2,1,1,10214,UA-EDR-36159679,1,UA-EDR-36159679,1,1
Djapo,djapo,5,1,2,1,1,67312,BE-BCE_KBO-0408022778,1,BE-BCE_KBO-0408022778,2,1;2
DeafKidz International,dki1151219,1,1,2,1,1,21411,GB-CHC-1151219,1,GB-CHC-1151219,1,1
DKT - (Pakistan),dkt,5,1,5,4,1,19462,PK-SEC-0080655,2,PK-SEC-0080655;XI-IATI-PK-SEC-0080655,1,1
DKT RD Congo,dkt_drc,1,1,2,1,1,17775,XI-IATI-DKTDRC,2,CD-COA-XI-IATI-DKTDRC;XI-IATI-XI-IATI-DKTDRC,1,1
DKT Ethiopia,dkt_ethiopia,3,1,2,1,1,50136,ET-CSA-0062,2,ET-CSA-0062;ET-CSA-8744,1,1
DKT International,dkti,1,0,1,1,0,59950,US-EIN-58-1593137,1,XI-IATI-US-EIN-58-1593137,1,1
"Discovery Learning Alliance, Inc.",dla,2,0,1,1,0,89055,US-EIN-522043740,1,US-EIN-522043740,1,1
Development Media International,dmi_admin,1,0,1,1,0,19086,GB-COH-06069322,1,GB-COH-06069322,1,1
Drugs for Neglected Diseases initiative (DNDi),dndi_transparency,17,1,2,1,1,17917975,CH-FDJP-CHE110141200,1,CH-FDJP-CHE110141200,1,1
United States Department of Commerce,doc,316,1,66,65,1,23880537,US-GOV-16,3,US-GOV-16;US-GOV-2;US-USAGOV,1,1
Dóchas - Irish Association of Non Governmental Development Organisations,dochas,22,0,1,1,0,44559,IE-CHY-6410,1,IE-CHY-6410,1,1
United States Department of Defense,dod,5040,1,160,159,1,29743080,US-GOV-7,2,US-GOV-2;US-GOV-7,1,1
United States Department of Energy,doe,917,1,94,93,1,10225124,US-GOV-20,2,US-GOV-2;US-GOV-20,1,1
United States Department of Interior,doi,7605,1,125,124,1,34539633,US-GOV-9,1,US-GOV-9,1,1
United States Department of Justice,doj,696,1,120,119,1,26031491,US-GOV-15,2,US-GOV-15;US-USAGOV,1,1
United States Department of Labor,dol,385,1,61,60,1,3490876,US-GOV-17,1,US-GOV-17,1,1
Development Organisation of the Rural Poor,dorp-org,0,0,0,0,0,0,BD-NAB-0682,0,,0,
United States Department of Transportation,dot,241,1,69,68,1,23208047,US-GOV-26,3,US-GOV-2;US-GOV-26;US-USAGOV,1,1
Doctors of the World UK,dotw_uk,3,1,2,1,1,14238,GB-CHC-1067406,1,GB-CHC-1067406,1,1
Disabled People's Organisations Denmark,dpod,293,1,3,2,1,675619,DK-CVR-14766383,1,DK-CVR-14766383,1,1
Direcção Provincial de Saúde de Nampula,dps-nampula,10,0,1,1,0,37897,MZ-NUIT-500004037,1,MZ-NUIT-500004037,1,1
DeepRoot Consulting,dr,1,1,2,1,1,4787,YE-CR-17952,1,YE-CR-17952,1,1
Disability Rights Advocacy Fund,draf,1,1,2,1,1,18336,US-EIN-27-5026463,1,US-EIN-27-5026463,1,1
Danish Refugee Council,drc,260,1,2,1,1,1766649,DK-CVR-20699310,1,DK-CVR-20699310,2,1;2
Disability Rights Fund,drf,1,1,2,1,1,26605,US-EIN-27-5026293,1,US-EIN-27-5026293,1,1
Democracy Reporting International gGmbH,dri,3,1,3,2,1,146507,DE-CR-RA000217-HRB121747B,1,DE-CR-RA000217-HRB121747B,1,1
Down syndrome Foundation Nigeria,dsfn,1,0,1,1,0,2155,NG-CAC-37051,1,NG-CAC-37051,1,1
"UK - Department of Science, Innovation and Technology",dsit,804,1,47,46,1,7603475,GB-GOV-26,1,GB-GOV-26,1,null
Dushtha Shasthya Kendra,dsk,1,0,1,1,0,7549,BD-NAB-0577,1,BD-NAB-0577,1,1
University of Kinshasa,dspd_unikin,3,0,1,1,0,3587,XI-GRID-grid.9783.5,1,XI-GRID-grid.9783.5,2,1;3000
Desmond Tutu HIV Foundation,dthfxx12,11,1,2,1,1,34393,ZA-ROC-1999/05072/08,1,ZA-ROC-1999/05072/08,1,1
Deloitte Touche Tohmatsu India LLP,dttillp,1,1,2,1,1,4958,IN-MCA-AAE-8458,1,IN-MCA-IN-MCA-AAE-8458,1,1
DUF - The Danish Youth Council,duf,281,1,2,1,1,777787,DK-CVR-13078513,1,DK-CVR-13078513,1,1
UK - Department for Work and Pensions,dwp,3,1,2,1,1,34237,GB-GOV-9,1,GB-GOV-9,1,1
Dynamo International asbl,dynamo_international,7,1,3,2,1,80386,BE-BCE_KBO-0474912493,1,BE-BCE_KBO-0474912493,2,1;2
Energy 4 Impact,e4i,2,0,1,1,0,55495,GB-CHC-1119168,1,GB-CHC-1119168,1,1
Equality Now,e_n,5,1,2,1,1,97225,KE-NCB-218051981161116,1,KE-NCB-218051981161116,1,1
EABX,eabx,2,0,1,1,0,10488,KE-RCO-PLC-MYSMV2,1,KE-RCO-PLC-MYSMV2,1,1
East African Playgrounds,eap,2,1,2,1,1,14620,GB-CHC-1172875,1,GB-CHC-1172875,1,1
European Bank for Reconstruction and Development,ebrd,2201,1,2,1,1,12920825,XI-IATI-EBRD,1,XI-IATI-EBRD,1,null
Echos Communication,ec,7,1,2,1,1,90122,BE-BCE_KBO-0443262185,1,BE-BCE_KBO-0443262185,2,1;2
European Commission - Humanitarian Aid & Civil Protection,ec-echo,8646,1,15,14,1,67850319,XI-IATI-EC_ECHO,1,XI-IATI-EC_ECHO,2,1;2
European Commission - Service for Foreign Policy Instruments,ec-fpi,1144,1,114,113,1,68697079,XI-IATI-EC_FPI,1,XI-IATI-EC_FPI,2,1;2
European Commission - International Partnerships,ec-intpa,11669,1,160,159,1,729970593,XI-IATI-EC_INTPA,1,XI-IATI-EC_INTPA,2,1;2
European Commission - Neighbourhood and Enlargement Negotiations,ec-near,6487,1,32,31,1,370885548,XI-IATI-EC_NEAR,1,XI-IATI-EC_NEAR,2,1;2
ECDPM,ecdpm,11,1,2,1,1,119825,NL-KVK-41077447,1,NL-KVK-41077447,2,1;2
Eclosio,eclosio,20,1,3,2,1,260431,BE-BCE_KBO-0432503697,1,BE-BCE_KBO-0432503697,2,1;2
Ecorys Nederland B.V.,ecorysnl,1,1,2,1,1,140782,NL-KVK-24316726,1,NL-KVK-24316726,1,null
Ecovega Enterprises,ecovega,0,0,0,0,0,0,KE-RCO-BN-J9S5BMEB,0,,0,
Ecorys UK,ecuk,17,0,11,11,0,218821,GB-COH-01650169,1,GB-COH-01650169,1,1
Education Cannot Wait,ecw,389,0,1,1,0,769680,XM-OCHA-HPC8773,1,XM-OCHA-HPC8773,1,null
"Education Development Center, Inc.",edc,1,1,2,1,1,3495,US-EIN-042241718,1,US-EIN-042241718,1,1
Education Development Trust,eddevtrust,6,1,2,1,1,751749,GB-CHC-270901,1,GB-CHC-270901,1,1
Educate!,educate,1,0,1,1,0,4270,US-EIN-84-1648607,1,US-EIN-84-1648607,1,1
The Education Commission,educomm,2,0,2,2,0,29086,US-EIN-13-3615533,2,US-EIN-13-3615533;US-EIN-133615533,1,1
Edukans Foundation,edukans_foundation,0,0,0,0,0,0,NL-KVK-32092131,0,,0,
Exeter Ethiopia Link,eel,1,1,2,1,1,12700,GB-CHC-1154085,1,GB-CHC-1154085,1,1
Equality Fund,ef,130,1,2,1,1,254471,CA-CC-020387-4,1,CA-CC-020387-4,1,1
Entraide et Fraternité,ef_,25,1,12,11,1,568386,BE-BCE_KBO-0418015461,1,BE-BCE_KBO-0418015461,2,1;2
European Forest Institute,efi,3,1,2,1,1,10584,FI-PRO-1993025-9,1,FI-PRO-1993025-9,1,1
EngenderHealth,ehorg,2,0,1,1,0,40223,US-EIN-13-1623838,1,US-EIN-13-1623838,1,1
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,1,3,2,1,1,35981,ET-MOT-020/4/007,2,ET-MOT-020/4/007;ET-MOT-0204007,1,1
European Investment Bank,eib,1367,1,2,1,1,5834429,XM-DAC-918-3,1,XM-DAC-918-3,1,null
Enhanced Integrated Framework,eif,202,1,2,1,1,585072,XM-DAC-1409,1,XM-DAC-1409,1,1
European Institute of Peace,eip,9,0,3,3,0,426668,BE-BCE_KBO-0550758080,1,BE-BCE_KBO-0550758080,1,1
Emmanuel International UK,eiuk,1,1,2,1,1,20243,GB-CHC-289036,1,GB-CHC-289036,1,1
Elton John AIDS Foundation,ejaf,2,0,1,1,0,23574,GB-CHC-1017336,1,GB-CHC-1017336,1,1
European Journalism Centre,ejc,10,1,2,1,1,478271,NL-KVK-41078390,1,NL-KVK-41078390,1,1
ELEVATE Hong Kong Holdings Limited,elevatelimited,3,0,1,1,0,10912,HK-CR-2288921,1,HK-CR-2288921,1,1
Elrha,elrha,4,1,2,1,1,775684,GB-CHC-1177110,1,GB-CHC-1177110,1,1
Institute for Policy Research and Advocacy (ELSAM),elsam,1,1,2,1,1,10056,ID-KHH-AHU17AH0107,1,ID-KHH-AHU17AH0107,1,1
Emissa,emissa,7,0,1,1,0,14221,TR-MOI-27-019-074,1,TR-MOI-27-019-074,1,1
EMMS International,emms,42,1,7,6,1,430103,GB-SC-SC032327,1,GB-SC-SC032327,1,1
Belgian development agency (Enabel),enabel,1448,1,4,3,1,7174748,BE-BCE_KBO-0264814354,1,BE-BCE_KBO-0264814354,1,null
Energy Saving Trust,energy_saving_trust,2,1,3,2,1,82001,GB-COH-02622374,1,GB-COH-02622374,1,1
EngenderHealth Ethiopia,engenderhealth_eth,3,1,2,1,1,99428,ET-CSA-1233,1,ET-CSA-1233,1,1
Equatorial Power Limited,ep,2,0,1,1,0,14103,UG-RSB-80020000583761,1,UG-RSB-80020000583761,1,1
United States Environmental Protection Agency,epa,540,1,40,39,1,2115763,US-GOV-32,2,US-GOV-22;US-GOV-32,1,1
Eurasia Partnership Foundation,epf,1,1,2,1,1,6660,AM-SRALE-222.160.00823,1,AM-SRALE-222.160.00823,1,1
Ethiopian Public Health Association,epha,1,0,1,1,0,4922,ET-CSA-1351,1,ET-CSA-1351,1,1
equileap,equileap,1,1,2,1,1,19895,NL-KVK-65306198,1,NL-KVK-65306198,1,1
Economic and Social Fund for Development,esfd,1,1,2,1,1,9823,XI-IATI-ESFD,1,XI-IATI-ESFD,1,1
Economic and Social Research Foundation (ESRF),esrf,1,1,2,1,1,10568,TZ-TRA-101-091-759,1,TZ-TRA-101-091-759,1,1
African Disability Forum (ADF),et-adf-0317,7,1,2,1,1,62809,ET-MFA-150317,1,ET-MFA-150317,1,1
Ethiopiaid Ireland,ethiopiaidireland,9,1,2,1,1,22620,IE-CHY-20041069,1,IE-CHY-20041069,1,1
Ethiopiaid UK,ethiopiaiduk,21,1,3,2,1,90928,GB-CHC-802353,1,GB-CHC-802353,1,1
Ethical Trading Initiative,eti,4,1,2,1,1,128533,GB-COH-3578127,1,GB-COH-3578127,1,1
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,9,1,3,2,1,116728,BE-BCE_KBO-0409451054,1,BE-BCE_KBO-0409451054,2,1;2
EveryChild,evc,2,1,2,1,1,26996,GB-CHC-1089879,1,GB-CHC-1089879,1,1
Eve Organization for Women Development,eveowd,1,0,1,1,0,22439,SS-RRC-405,1,SS-RRC-405,1,1
Engineers Without Borders Canada,ewb_canada,6,1,2,1,1,20730,CA-CRA-89980-1815-RR0001,1,CA-CRA-89980-1815-RR0001,1,1
Ethiopian Women with Disabilities National Assocation,ewdna2025,1,0,1,1,0,50984,et-CSA-0444,1,ET-CSA-0444,1,1
Earthworm Foundation,ewf,1,1,2,1,1,8884,CH-FDJP-CHE251665168,1,CH-FDJP-CHE251665168,1,1
Ethiopian Women Lawyers Association,ewla,1,0,1,1,0,160693,ET-CSA-1128,1,ET-CSA-1128,1,1
Excellent Development,excellent,1,1,2,1,1,32023,GB-CHC-1094478,1,GB-CHC-1094478,1,1
Frontline AIDS,f-aids,23,2,3,1,2,2141026,GB-CHC-1038860,1,GB-CHC-1038860,1,1
Faith to Action Network,f2a,11,1,3,2,1,147171,KE-NCB-2180511403539790,1,KE-NCB-2180511403539790,2,1;null
Farm Africa,fa,26,1,2,1,1,211863,GB-COH-01926828,1,GB-COH-01926828,1,1
Family Aids Caring Trust,fact,1,1,2,1,1,20794,ZW-PVO-WO1789,1,ZW-PVO-WO1789,1,1
Fundación de Antropología Forense de Guatemala,fafg,0,1,1,0,1,650,GT-RPJ-21339045,1,GT-RPJ-21339045,0,
Fairfood International,fairfood,6,0,1,1,0,75321,NL-KVK-34141098,1,NL-KVK-34141098,1,1
Fairtrade Belgium,fairtrade_be,6,1,5,4,1,85018,BE-BCE_KBO-0441988715,1,BE-BCE_KBO-0441988715,2,1;2
Fairtrade Labelling Organizations International e.V.,fairtrade_international,1,1,2,1,1,37102,DE-AG-VR7795,1,DE-AG-VR7795,1,1
Food and Agriculture Organization of the United Nations (FAO),fao,3557,1,2,1,1,22518420,XM-DAC-41301,1,XM-DAC-41301,1,null
Forum for Africa Women Educationalist Regional Secretariat,fawe-rs,18,1,3,2,1,546371,KE-NCB-218-051-93197-173,2,KE-NCB-218-051-93197-173;NL-KVK-41201644,2,1;null
Friendship,fb_2023,0,1,1,0,1,566,BD-NAB-1748,1,BD-NAB-1748,0,
FairChain Foundation,fc-f,1,0,1,1,0,3331,NL-KVK-54749484,1,NL-KVK-54749484,1,1
Finn Church Aid (Kirkon Ulkomaanapu sr),fca,2,1,2,1,1,68472,FI-PRO-0998454-4,1,FI-PRO-0998454-4,1,1
Fondo Centroamericano de Mujeres,fcam,9,1,2,1,1,217172,NI-MIGOB-3602,1,NI-MIGOB-3602,1,1
Family Counseling and Development Foundation,fcdf,4,1,2,1,1,105517,YE-MSAL-473-2001,1,YE-MSAL-473-2001,1,1
"UK - Foreign, Commonwealth and Development Office",fcdo,23883,1,30,29,1,265347176,GB-GOV-1,1,GB-GOV-1,3,1;2;null
Farm Concern International,fci,1,1,2,1,1,14012,KE-RCO-C110031,1,KE-RCO-C110031,1,1
Frères des Hommes,fdhommes,4,0,1,1,0,27513,BE-BCE-KBO-0461977940,1,BE-BCE_KBO-0461977940,2,1;2
Fundacion Pacto Especializada en el Apoyo de Iniciativas Sociales,feadin,2,1,2,1,1,19304,CO-RUE-90020089,1,CO-RUE-90020089,1,1
fedesarrollo,fedesarrollo,2,1,2,1,1,11944,CO-RUE-8600286699,1,CO-RUE-8600286699,1,1
Female,female,1,1,2,1,1,44448,LB-MOI-17312,1,LB-MOI-17312,1,1
African Women's Development and Communication Network,femnet,21,1,2,1,1,857719,KE-KRA-P000634725S,1,KE-KRA-P000634725S,1,1
Freedom Forum,ff,2,0,1,1,0,2949,NP-DAO-27-127/062/063,1,NP-DAO-27-127/062/063,1,1
Fight for Humanity,ffh,1,1,2,1,1,6226,CH-FDJP-6602621019-7,1,CH-FDJP-6602621019-7,1,1
Fauna & Flora International,ffi_publisher,2,1,3,2,1,29191,GB-COH-0277068,1,GB-COH-0277068,2,1;2
Family Guidance Association of Ethiopia,fgae_ethiopia,8,1,2,1,1,92701,ET-CSA-0475,1,ET-CSA-0475,1,1
Food for the Hungry UK,fh,4,1,2,1,1,96813,GB-CHC-328273,1,GB-CHC-328273,1,1
Fondation Hirondelle,fh_ch,4,0,1,1,0,32499,CH-FDJP-CHE109947366,1,CH-FDJP-f7f0b51e-7432-4c0c-a6c0-7df1101d7983,1,1
Fight Hunger Foundation,fhf,1,0,1,1,0,6532,IN-MHA-083781496,1,IN-MHA-083781496,1,1
The Fred Hollows Foundation (UK),fhfuk,1,1,2,1,1,18055,GB-CHC-1140288,1,GB-CHC-1140288,1,1
FHI360,fhi360,7,1,2,1,1,15874,US-EIN-237413005,1,US-EIN-237413005,1,1
Fiabel,fiabel,6,1,2,1,1,56418,XI-IATI-FIABEL,1,XI-IATI-FIABEL,2,1;2
FIAN Belgium,fian-belgium,7,1,4,3,1,80409,BE-BCE_KBO-0432622077,1,BE-BCE_KBO-0432622077,2,1;2
Federation of Women Lawyers Kenya,fida,1,1,2,1,1,31462,KE-NCB-218/051/93132/90,1,KE-NCB-218/051/93132/90,1,1
The Uganda Association of Women Lawyers ( FIDA Uganda),fidauganda,1,0,1,1,0,137595,UG-RSB-29587,1,UG-RSB-29587,1,1
"Field Ready, USA",field_ready,1,0,1,1,0,6543,US-EIN-61-1725201,1,US-EIN-61-1725201,1,1
50 Eight Limited,fifty_eight,1,0,1,1,0,13040,GB-COH-07291220,1,GB-COH-07291220,1,1
Fiftyfifty,fiftyfifty-lb,2,0,1,1,0,8798,LB-MOI-25465,1,LB-MOI-25465,1,1
International Indigenous Women Forum,fimi_iiwf_2019,6,0,3,3,0,119833,PE-SUNARP-12623829,1,PE-SUNARP-12623829,1,1
Canada Department of Finance / Ministère des Finances Canada,finance_canada,0,0,0,0,0,0,CA-4,0,,0,
FIND,finddiagnostics,3,1,2,1,1,40297,CH-FDJP-110.162.567,1,CH-FDJP-110.162.567,1,1
Finland - Ministry for Foreign Affairs,finland_mfa,25425,1,158,157,1,119641681,FI-3,1,FI-3,2,1;null
Fundo de Investimento e Patrimonio do Abastecimento de Água (FIPAG),fipag,1,1,2,1,1,17130,MZ-NUIT-600000381,1,MZ-NUIT-600000381,1,1
Family Life Education Program,flepuganda,0,0,0,0,0,0,UG-NGB-1826,0,,0,
Forests Monitor,fm,0,1,3,2,1,713,GB-COH-3008440,1,GB-COH-3008440,0,
FMDQ Group PLC,fmdqgroupplc_2013,1,1,2,1,1,5216,NG-CAC-RC-929657,2,NG-CAC-NG-CAC-RC-929657;NG-CAC-RC-929657,1,1
FMO,fmo,577,0,1,1,0,2052202,NL-KVK-27078545,1,NL-KVK-27078545,1,null
Fundación Fondo Mujeres del Sur,fms,2,1,2,1,1,164797,AR-CENOC-16969-A,2,AR-CENOC-16969-A;XI-IATI-359A08,1,1
Germany - Federal Foreign Office,fo_germany,7295,0,6,6,0,40071328,XM-DAC-5-7,1,XM-DAC-5-7,1,null
Friends of the Earth-Ghana,foe-ghana,1,1,2,1,1,19646,GH-DSW-258,1,GH-DSW-258,1,1
"Friends of the Earth England, Wales and Northern Ireland",foe_ewni,1,1,2,1,1,31653,GB-CHC-281681,1,GB-CHC-281681,1,1
Friends of the Earth International,foei,4,1,2,1,1,481150,NL-KVK-40535338,1,NL-KVK-40535338,1,1
Milieudefensie,foenl,27,1,2,1,1,1188227,NL-KVK-40530467,1,NL-KVK-40530467,1,1
Multilateral Investment Fund,fomin,0,0,0,0,0,0,XI-IATI-MIF,0,,0,
FONCABA ASBL KBA VZW,foncaba,5,1,2,1,1,134591,BE-BCE_KBO-0409597544,1,BE-BCE_KBO-0409597544,2,1;2
Forest Trends Association,forest-trends,1,2,3,1,2,7149,US-EIN-52-2135531,2,US-EIN-52-21315531;US-EIN-52-2135531,1,1
Fonds voor Ontwikkelingssamenwerking - Socialistische Solidariteit VZW,fos,20,1,3,2,1,733423,BE-BCE_KBO-0432552989,1,BE-BCE_KBO-0432552989,2,1;2
Fosera Solarsystems GmbH & Co. KG aA,fosaa,1,0,1,1,0,6987,DE-CR-RA000355-HRB726528,1,DE-COA-HRB726528,1,1
The Foundation Center,foundation_center,1387,0,1,1,0,2414650,US-EIN-131837418,1,US-EIN-131837418,1,null
Forests of the World,fowdk,19,1,2,1,1,102366,DK-CVR-78920610,1,DK-CVR-78920610,2,1;null
forum for women in democracy,fowode,2,1,2,1,1,43583,UG-NGB-1277,1,UG-NGB-1277,1,1
France - Ministry for Europe and Foreign Affairs,france,795,1,8,7,1,1293128,FR-6,3,FR-6;FR-SIREN-110-006-012;null,1,null
FRANK Water,frankwater,2,1,2,1,1,2656,GB-CHC-1121273,1,GB-CHC-1121273,1,1
Free Press Unlimited,free_press_unlimited,22,1,2,1,1,340788,NL-KVK-52957535,1,NL-KVK-52957535,1,1
Free a Girl,freeagirl,19,1,2,1,1,376736,NL-KVK-34308169,1,NL-KVK-34308169,2,1;2
Friends of Publish What You Fund,friendsofpwyf,3,1,2,1,1,33481,US-EIN-47-4128047,1,US-EIN-47-4128047,1,1
Frontclear,frontclear_ftap,1,0,1,1,0,2426,NL-KVK-60351489,1,NL-KVK-60351489,1,1
Forever Sabah,fs,0,0,0,0,0,0,MY-SSM-1172311D,0,,0,
FSD Africa,fsdafrica,49,0,1,1,0,132363,KE-RCO-155081,1,KE-RCO-155081,1,1
Financial Sector Deepening Trust (Kenya),fsdk,4,0,1,1,0,9245,KE-KRA-P051172537S,1,KE-KRA-P051172537S,1,1
Financial Sector Deepening Uganda,fsduganda,8,0,1,1,0,79851,UG-RSB-197310,1,UG-RSB-197310,1,1
United States Federal Trade Commission,ftc,186,1,55,54,1,23027731,US-GOV-23,2,US-GOV-23;US-USAGOV,1,1
Feed the Minds,ftm-291333,3,1,2,1,1,62012,GB-CHC-291333,1,GB-CHC-291333,1,1
Forum Universitaire pour la Coopération Internationale au Développement -FUCID ASBL,fucid,12,1,4,3,1,107432,BE-BCE_KBO-0416934803,1,BE-BCE_KBO-0416934803,2,1;2
Fundacion Acceso,fundacion-acceso,3,0,1,1,0,135190,CR-RPJ-3-006-125548,1,CR-RPJ-3-006-125548,1,1
Fundación Avina,fundacionavina,4,1,2,1,1,48242,PA-PRP-5789,2,PA-PRP-5789;XI-BRIDGE-3570501631,1,1
Fair Wear Foundation,fwf,25,1,2,1,1,529592,NL-KVK-34111374,1,NL-KVK-34111374,1,1
Find Your Feet,fyf,5,1,5,4,1,89125,GB-CHC-250456,1,GB-CHC-250456,1,1
Viva Salud,g3w-m3m_admin,14,1,3,2,1,174486,BE-BCE_KBO-0418282311,1,BE-BCE_KBO-0418282311,2,1;2
Gatsby Africa,ga,8,1,2,1,1,24152,KE-RCO-CF2015185025,1,KE-RCO-CF2015185025,2,1;null
Canada - Global Affairs Canada | Affaires mondiales Canada,gac-amc,2860,1,3,2,1,39568908,CA-3,1,CA-3,1,1
Global Anaesthesia Development Partnerships,gadp,2,0,1,1,0,14690,GB-CHC-1175791,1,GB-CHC-1175791,1,1
Fundación Gaia Amazonas,gaia,4,1,2,1,1,60762,CO-RUE-8300033586,1,CO-RUE-8300033586,1,1
The Global Alliance for Improved Nutrition,gain,742,1,2,1,1,8636020,CH-FDJP-CHE-110347351,1,CH-FDJP-CHE-110347351,1,1
Global Alliance for Livestock Veterinary Medicines,galvmed,1,1,2,1,1,94960,GB-COH-05393391,1,GB-COH-05393391,1,1
GALZ,galz,3,0,1,1,0,46415,ZW-ROD-2172,1,ZW-ROD-2172,1,1
Global Action Nepal,gan,1,0,1,1,0,3666,NP-SWC-13712,1,NP-SWC-13712,1,null
Global Antibiotic Research and Development Partnership,gardp,17,0,1,1,0,657130,CH-FDJP-CHE331930936,1,CH-FDJP-CHE331930936,1,1
"Gavi, the vaccine alliance",gavi,1274,1,6,5,1,95179388,47122,1,47122,2,1;2
The Wildfowl and Wetlands Trust,gb-chc-1030884,1,1,2,1,1,3019,GB-CHC-1030884,1,GB-CHC-1030884,1,null
British Red Cross,gb-chc-220949,371,1,3,2,1,2667504,GB-CHC-220949,1,GB-CHC-220949,1,null
The Global Center on Adaptation,gca,7,0,1,1,0,196950,NL-KVK-76050475,1,NL-KVK-76050475,1,1
"The Global Development Incubator, Inc",gdi,4,1,2,1,1,66901,US-EIN-14-1945286,1,US-EIN-14-1945286,1,1
Global Disability Innovation Hub,gdihub,4,0,1,1,0,77929,GB-COH-11126312,1,GB-COH-11126312,1,1
Girls’ Education Challenge – Fund Manager PwC,gecfundmanagerpwc,30,1,3,2,1,1450655,GB-COH-03580586-GEC,1,GB-COH-03580586-GEC,3,1;2;null
GEF Secretariat,gef,3824,0,163,163,0,31098675,XI-BRIDGE-6385676864,1,XI-BRIDGE-6385676864,1,null
Gender Equality Network,gen,3,1,2,1,1,95230,MM-MHA-0295,1,MM-MHA-0295,1,null
Gender at Work,genderatwork,7,0,1,1,0,502133,CA_ON-ONT-1783682,1,CA_ON-ONT-1783682,1,null
GEOMOUN ASBL,geomoun,9,1,7,6,1,106954,BE-BCE_KBO-0472089102,1,BE-BCE_KBO-0472089102,2,1;2
Global Fund for Community Foundations,gfcf,1,0,1,1,0,56778,GB-NIC-073343,1,GB-NIC-073343,1,1
Global Fund to End Modern Slavery,gfems,10,1,2,1,1,30216,US-EIN-47-3594688,1,US-EIN-47-3594688,1,1
Global Green Growth Institute (GGGI),gggi,552,1,2,1,1,8187552,XM-DAC-47136,1,XM-DAC-47136,1,1
Global Integrity,gi,18,0,1,1,0,127333,US-EIN-26-0126537,1,US-EIN-26-0126537,1,1
Johns Hopkins University,gi-jhu,1,2,2,1,1,8098,US-EIN-52-0595110,1,US-EIN-52-0595110,1,1
The Global Initiative Against Transnational Organized Crime,gi-toc,1,0,1,1,0,14370,CH-FDJP-CHE296622304,1,CH-FDJP-CHE296622304,1,null
Geneva International Centre for Humanitarian Demining,gichd,19,1,2,1,1,260590,CH-FDJP-CHE109506789,1,CH-FDJP-CHE109506789,1,1
Global Innovation Fund,gif,74,1,2,1,1,135902,GB-CHC-1171353,1,GB-CHC-1171353,1,1
Global Impact Investing Network,giin,2,1,2,1,1,40794,US-EIN-27-3166994,1,US-EIN-273166994,1,1
Girls Not Brides: The Global Partnership to End Child Marriage,girlsnotbrides,1,0,1,1,0,34113,GB-CHC-1154230,1,GB-CHC-1154230,1,1
Giro555 (Stichting Samenwerkende Hulporganisaties),giro555,6,1,2,1,1,248362,NL-KVK-27302841,1,NL-KVK-27302841,1,1
GiveDirectly,givedirectly,2,1,3,2,1,38444,US-EIN-27-1661997,1,US-EIN-27-1661997,1,1
Germany GIZ Non BMZ,giz,53,1,2,1,1,311936,XM-DAC-5-52,1,XM-DAC-5-52,1,null
Gender Links,gl,19,1,2,1,1,158493,ZA-NPO-036-515,1,ZA-NPO-036-515,1,1
Global Canopy,globalcanopy,2,1,2,1,1,51152,GB-CHC-1089110,1,GB-CHC-1089110,1,1
