name,title,publisher_frequency,publisher_frequency_select,publisher_implementation_schedule,publisher_ui,publisher_field_exclusions,publisher_contact,image_url,display_name,publisher_iati_id,publisher_units,publisher_record_exclusions,publisher_data_quality,publisher_country,publisher_description,publisher_refs,publisher_thresholdspublisher_agencies,publisher_constraints,publisher_organization_type,publisher_segmentation,license_id,state,publisher_timeliness
nagaad,NAGAAD,0,quarterly,1st October 2017 to September 2020,Yes,0,"Nafisa Yusuf
Executive Director
NAGAAD Network
Hargeisa, Somaliland
",0,0,SO-MPND-L43135002018MJ,PER OUTPUT,0,verified,SO,0,0,0,none,22,No,odc-by,active,QUARTERLY
tamtf,Teach A Man To Fish,0,0,0,0,0,0,0,0,GB-CHC-1112699,0,0,0,GB,0,0,0,0,21,0,notspecified,active,0
imcw_admin,IMC WORLDWIDE,0,quarterly,0,NOT YET - SUBJECT TO CHANGE,0,"Steve Monger
",0,0,GB-COH-02651349,PROJECTS - PROJECT LEVEL,0,SUBJECT TO CHANGE,GB,"IMC is a global international development firm with expertise in areas including:

Climate & sustainability
Communications & knowledge management
Disaster risk reduction
Economics & finance
Engineering
Environmental & social management
Frameworks
Inclusive growth
Monitoring, evaluation & learning
Peace sensitivity
Social development",0,0,0,70,COUNTRIES,odc-by,active,3 MONTHS
f2a,Faith to Action Network,0,quarterly,Publish on a quarterly basis,0,0,0,0,0,KE-NCB-2180511403539790,0,0,0,KE,0,0,0,0,21,0,odc-odbl,active,0
agwa,"Alliance for Global Water Adaptation, Inc",0,not_specified,0,0,0,0,0,0,US-EIN-83-3732786,0,0,0,US,0,0,0,0,21,0,cc-by,active,0
allout,All Out Action Fund,0,not_specified,0,0,0,0,http://www.allout.org,0,US-EIN-45-2451509,0,0,0,US,"All Out is a global LGBT+ human rights organisation working towards a world in which everybody enjoys their rights to family, freedom, safety and dignity.",0,0,0,21,0,cc-by,active,0
livelyminds,Lively Minds,0,quarterly,0,0,0,"Alison Naftalin, CEO, Lively Minds 1B Waterlow Road, London N19 5NJ  alison@livelyminds.org
",http://www.livelyminds.org/images/logo.png,0,GB-CHC-1125512,Activities are defined on a project level.,0,Verified by programme staff,GB,"We are improving the quality of life for deprived children and their families in rural Ghana and Uganda through creative early years development programmes that are run by the communities themselves. Our work enlivens minds and empowers communities to use their own skills and resources to change their children's lives, and their own, for the better. ",0,0,0,21,0,notspecified,active,One quarter in arrears.
dfe,UK – Department for Education,0,not_specified,0,0,0,"Sanctuary Buildings,
Great Smith Street,
London
SW1P 3BT",0,0,GB-GOV-14,0,0,0,GB,"The Department for Education is responsible for children’s services and education, including higher and further education policy, apprenticeships and wider skills in England. We work to provide children’s services and education that ensure opportunity is equal for all, no matter what their background or family circumstances.",0,0,0,10,0,notspecified,active,0
malariaconsortium,Malaria Consortium,0,quarterly,0,0,0,"Malaria Consortium
The Green House
244-254 Cambridge Heath Road
London
E2 9DA
United Kingdom",https://www.malariaconsortium.org/userfiles/image/Malaria%20Consortium%20Logo%20email%20signature.jpg,0,GB-CHC-1099776,0,0,0,GB,0,0,0,0,21,0,cc-by,active,0
bcg,Boston Consulting Group UK LLP,0,not_specified,0,0,0,"80 Charlotte Street
London W1T 4DF
United Kingdom",0,0,GB-COH-OC359103,0,0,0,GB,0,0,0,0,70,0,cc-by,active,0
basel_institute,Basel Institute on Governance,0,not_specified,0,0,0,"Basel Institute on Governance
Steinenring 60
4051 Basel
Switzerland",https://baselgovernance.org/,0,CH-FDJP-CHE-109-991-002,0,0,0,CH,The Basel Institute on Governance is an independent not-for-profit competence centre working around the world to strengthen governance and counter corruption and other financial crimes.,0,0,0,60,0,odc-by,active,0
240001090,Association African Solidarité (AAS),0,not_specified,0,0,0,"67, rue Moussa Kargougou ouidi Ouagadougou 
01 BP 2831 Ouagadougou 01 Burkina Faso",https://www.aas-bf.org/,0,BF-MATD-1131,0,0,0,BF,"Association African Solidarité (AAS) Burkina Faso is a non-governmental organization dedicated to improving the health and well-being of vulnerable populations in Burkina Faso. Founded in 1991, AAS focuses on the fight against HIV/AIDS, tuberculosis, and malaria, while promoting human rights and equitable access to healthcare. The organization develops innovative projects such as the Grand Village project, aimed at strengthening community health services and supporting key populations, including people living with HIV, sex workers, and LGBTQI+ minorities. AAS is committed to creating an inclusive and resilient environment through strategic partnerships and a needs-based approach for communities.",0,0,0,22,0,odc-pddl,active,0
acord,Agency for Cooperation and Research in Development (ACORD),0,not_specified,0,0,0,info@acordinternational.org,0,0,GB-CHC-283302,0,0,0,GB,0,0,0,0,21,0,odc-pddl,active,0
ipcg,Institute for Peace and Common Ground,0,not_specified,0,0,0,"Lesy Ukrainky Blvd 21-a Kyiv, Ukraine 01133",https://www.facebook.com/NGO.IPCG/photos/a.450890828363893/2042725432513750/,0,UA-EDR-38650195,"IPCG’s works focuses on three main areas activity:
1. Community consensus-building
IPCG works towards achieving positive change in the environment of each person by working towards a socially conscious society, employing mediation and dialogue methodologies in order to understand different views and positions and move towards finding common solutions to common problems. IPCG conducted more than 100 dialogue sessions on divisive issues such as the renaming of streets, dismantling of the Soviet monuments, European integration, reintegration of displaced persons, decentralization and local mechanisms of decision-making.

2. Restorative Practices in Schools. 
IPCG looks to introduce into schools a holistic and comprehensive approach that combines the efforts of school administration, staff, parents and pupils for building an atmosphere of respect, concern and responsibility, through the formation of school centers, where prepared pupils-mediators help their peers resolve conflicts through co-operation.
 
3. Restorative Justice. IPCG is an active promoter in Ukraine of restorative justice – a process, managed by a mediator, whereby a delinquent and a victim discuss the situation that has occurred together and decide about further resolution of a conflict and questions of restitution, thereby empowering participants in the process of conflict resolution and allowing them to take responsibility for consequences of this situation. A court usually takes this decision into account during sentencing. 
",0,0,UA,"The Institute for Peace and Common Ground (IPCG) is a leading Ukrainian non-governmental, non-profit organization that specialises in facilitation and dialogue with a view to helping groups and communities achieve positive and sustainable change. 
Originally formed as the Ukrainian Centre of Common Ground, IPCG has 20 years of experience of introducing and promoting participatory and restorative practice, including community-based juvenile crime prevention, mediation, family group conferences and decision-making circles. ","IPCG has published 32 books, manuals and other materials and has translated seven international best-selling books on restorative practices into Russian and Ukrainian. A selection of IPCG publications can be viewed online at the following address: http://ipcg.org.ua/en/resursi/ 
",0,0,80,0,cc-by,active,0
endfundinc,"The END Fund, Inc.",0,not_specified,0,0,0,"2 Park Avenue, 18th Floor
New York, NY 10019",0,0,US-EIN-27-3941186,0,0,0,US,"The END Fund focuses on delivering neglected tropical disease (NTD) treatments to those in need by growing and engaging a community of activist-philanthropists, managing high-impact strategic investments, and working in collaboration with government, NGO, pharmaceutical, and academic partners. We aim to take a systems approach to understanding, engaging with, and influencing the broad ecosystem of stakeholders working on ending NTDs.",0,0,0,22,0,notspecified,active,0
sosdk,SOS Børnebyerne,0,not_specified,0,0,0,0,0,0,DK-CVR-25825012,0,0,0,DK,0,0,0,0,21,0,odc-by,active,0
kse,Kyiv School of Economics and Management,0,annually,"Project implementation: February 17 - March 31, 2021",0,0,"Kyiv, Ukraine
Kyiv School of Economics
3 Shpaka st.
+38 044 492 80 12
+38 067 434 72 06
info@kse.org.ua
",https://www.google.com/imgres?imgurl=https%3A%2F%2Fkse.ua%2Fwp-content%2Fthemes%2Fkse_theme%2Fassets%2Fbuild%2Fimg%2Fkse_depart.png&imgrefurl=https%3A%2F%2Fkse.ua%2Fua%2Fabout-the-school%2F&tbnid=g9JiSaGf-P-5-M&vet=12ahUKEwiFndrCmpbvAhUQ_6QKHbnxBdwQMygDegUIARCeAQ..i&docid=tsVERpilx9Ss8M&w=366&h=138&q=kse&ved=2ahUKEwiFndrCmpbvAhUQ_6QKHbnxBdwQMygDegUIARCeAQ,0,UA-EDR-37199602,0,0,0,UA,KSEM is a Contractor of Abt Britain and implementing a project as a part Good Governance Fund Technical Assistance Facility Eastern Partnership in Ukraine. (SUB Reference No. 1627-2021),0,0,0,80,0,odc-by,active,KSEM will set a policy on data publication
twaweza,Twaweza,0,annually,0,None at present. This will be developed later. ,0,"info@twaweza.org
P.O. Box 38342, Dar es Salaam, Tanzania
T: +255 22 266 4301",http://twaweza.org/images/twaweza-logo.jpg,0,TZ-BRE-63966,"Data will be published initially as seven activities: Uwezo (since July 2012); Strategic Partnerships; Uwazi (formerly Infoshop); Experimental Interventions; Strategic Engagement; Learning, Monitoring and Evaluation; and Operations.",0,"Initially, only audited data will be published. ",TZ,"Twaweza means “we can make it happen” in Swahili. It is a ten year citizen-centered initiative, focusing on large-scale change in East Africa. Twaweza believes that lasting change requires bottom-up action. We seek to foster conditions and expand opportunities through which millions of people can get information and make change happen in their own communities directly and by holding government to account.",0,0,0,23,No,odc-pddl,active,"Annually, initially, once annual financial statements have been approved. A more timely schedule will be put in place at a later date."
fedesarrollo,fedesarrollo,0,not_specified,0,0,0,Bogotá - Colombia Calle 78 Nº 9-91,https://www.fedesarrollo.org.co/sites/default/files/logo.png,0,CO-RUE-8600286699,0,0,0,CO,"Fedesarrollo is a private non-profit organization established in 1970, it is dedicated to research on economic and social policy issues. Its purpose is to contribute to the design, monitoring and improvement of public policies. Fedesarrollo promotes, directly or indirectly, the economic and social development of the country through studies, publications and debates in different areas of public policy. The studies are financed by the private sector, the public sector, multilateral entities and local and international foundations. The organization strives to maintain a balance among its funding sources in order to preserve its independence and credibility.",0,0,0,70,0,odc-odbl,active,0
ediglobal,EDI Global (UK) Limited,0,not_specified,0,0,0,"2-4 Packhorse Road, Gerrards Cross, Bucks, SL9 7QE, UK ",https://www.edi-global.com/wp-content/uploads/2019/03/edi-global-logo.png,0,GB-COH-06314477,0,0,0,GB,"Founded in 2002, EDI Global is a research and data collection house with operations in Tanzania, Uganda and the UK.

Our vision is to have a positive impact on people's lives through the provision of innovative, world class data collection and research services and tools.  Our mission is to provide our partners with the accurate, informed and timely evidence they need to address critical international development issues through the provision of high-quality research and data collection offerings that combine our strengths in academic rigour, innovative design, commercial acumen and cutting-edge technology.",0,0,0,70,0,other-at,active,0
nuffic20171017,Nuffic,0,not_specified,0,0,0,"Nuffic
Kortenaerkade 11
2518 AX Den Haag",0,0,NL-KVK-41150085,0,0,0,NL,IATI-XML-2018,0,0,0,80,0,odc-pddl,active,0
oyw,One Young World,0,quarterly,0,0,0,0,0,0,GB-CHC-1147298,0,0,0,GB,0,0,0,0,22,0,odc-by,active,0
wu,Women Unlimited Eswatini,0,not_specified,0,0,0,"Suite 5A, First Floor, Stoxco Building 2, Siguca Crescent, Mbabane Industrial Site, Mbabane, Eswatini H101",https://drive.google.com/file/d/1lVYb69DaUPy-JoBh6ng9KfMyiFAGDZ6O/view?usp=sharing,0,SZ-CIT-201710132021804,0,0,0,SZ,"Women Unlimited is a Women’s Rights, non-profit Organisation working to advance the rights of women and youth in Eswatini, empowering them for participation. We advocate for gender equality, fostering family values and foundations, while working towards peace and ending violence for all in Eswatini. Women Unlimited’s programs centres engagement, agency, participation and advocacy to address the socio-cultural barriers disenfranchising women and girls’ voice, participation and inclusion.",0,0,0,22,0,cc-by,active,0
swansea_university,Swansea University,0,not_specified,0,0,0,0,0,0,GB-COH-RC000639,0,0,0,GB,0,0,0,0,80,0,cc-by,active,0
musawah,Musawah Global Vision Berhad,0,not_specified,0,0,0,"15, Jalan Limau Purut, Bangsar Park, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",0,0,MY-SSM-1162174T,0,0,0,MY,0,0,0,0,21,0,odc-by,active,0
immap_france,3IS,0,not_specified,0,0,0,"97 rue Sauveur Tobelem, 13007 Marseille, France",0,0,FR-RCS-81842810400025,0,0,0,FR,0,0,0,0,21,0,odc-by,active,0
ewla,Ethiopian Women Lawyers Association,0,not_specified,0,0,0,0,0,0,ET-CSA-1128,0,0,0,ET,0,0,0,0,22,0,cc-by,active,0
dynamo_international,Dynamo International asbl,0,not_specified,0,0,0,"rue de l'Etoile, 22
1180 Bruxelles
",0,0,BE-BCE_KBO-0474912493,0,0,0,BE,0,0,0,0,22,0,notspecified,active,0
boadiita,BANQUE OUEST AFRICAINE DE DEVELOPPEMENT,0,not_specified,0,"Il n'y aura pas d'interface de consultation des données sur le site web. 
Toutefois, un lien pourra être mis en place pour rediriger vers les données publiées",0,"68, Avenue de la Libération, BP 1172 LOME - TOGO
BANQUE OUEST AFRICAINE DE DEVELOPPEMENT",https://www.boad.org/wp-content/uploads/2015/05/logo2.png,0,XM-DAC-46021,0,0,Données conformes aux opérations de la Banque,TG,"La Banque Ouest Africaine de Développement (BOAD) est l’institution commune de financement du développement des Etats de l’Union Monétaire Ouest Africaine (UMOA). Etablissement public à caractère international, la BOAD a pour objet, aux termes de l’Article 2 de ses statuts, « de promouvoir le développement équilibré des Etats membres et de réaliser l’intégration économique de l’Afrique de l’Ouest » en finançant des projets prioritaires de développement.","Non disponible sur le site pour le moment. Nous utiliserons les noms de colonne 
prévues par IITA",0,0,40,La segmentation des données se fera en fichier séparé pour chaque pays.,cc-by,active,0
dixigroup,DiXi Group NGO,0,not_specified,0,0,0,0,https://media.licdn.com/dms/image/C4E0BAQEJilf8Ju5Ekg/company-logo_100_100/0/1655493955005/dixi_group_logo?e=1712188800&v=beta&t=nJRmj7TXcH5mH_7rHJXHj-eTc2qSE_pzg_-i0SgGIvY,0,UA-EDR-36159679,0,0,0,UA,"DiXi Group is a Ukrainian think tank that has been working in the energy sector since 2008. Our mission is: we introduce the latest solutions and fair rules for affordable, quality and clean energy. Key areas of our activities are: 
ANALYTICS: data research and analysis to make reasonable decisions
ADVOCACY: approval of new governance standards in energy policy
TRAINING: dissemination of knowledge and best practices in new markets
CONSULTING: provision of useful information for governments and investors",0,0,0,22,0,other-open,active,0
redeenkind,Stichting Red een Kind,n/a,quarterly,http://www.redeenkind.nl/content/files/Files/Engels/Implementation_Schedule_IATI_Red_een_Kind_version9_March20152.pdf,"We are not planning to create an individual organisational interface, but are interested in connecting with organisations working in similar sectors or countries to discuss the possibilities of working on this in 2015.     
In a future stage ReK will try to enable visitors of the website to choose between various tools which can be used for accessing all IATI data of ReK",n/a,"Stichting Red een Kind
Postbus 40169
8004 DD Zwolle
Nederland
email: info@redeenkind.nl 
tel: +31-38-4604648",http://www.redeenkind.nl/img/logo.png,0,NL-KVK-41022454,Units of aid are reported at hierarchy level 2 (or ‘child’ level) and  include projects or sub-projects. ,n/a,As published information for the DFID -Girls Education Challenge project will be part of our donor reporting we prefer to first to internal quality verification of the data quality before publishing in registry. Preferably internal verification should take place already upon first time of  publishing for reporting on quarterly figures ending February 2015,NL,"Based on experiences and lessons learned we have compiled a strategy to arrive at an integral child and community directed approach - Child Centered Community Development. 
Every child counts because each child was created by God in His image. That is our deeply rooted conviction. We approach the child as a valuable human being, with spiritual, mental, emotional, cognitive, social, physical and economic aspects. Attention for the community in which children grow up is essential to do justice to all of these aspects. We encourage communities to participate and contribute to the content of our programs.
Out of principle Red een Kind chooses to work with local partner organisations that have their roots in the area. In our view local organisation are the key to good relationships with the local community. We devote much time and attention to equipping and coaching our partners in order to bring about effective change. Our strategy is set out in a ‘Theory of Change’.",n/a,0,n/a,21,IATI data will initially be published per country,cc-by,active,For the pilot project we expect to publish data within 2 months after closing of the quarter
inso,International NGO Safety Orgnisation,0,quarterly,0,0,0,"International NGO Safety Organisation, 10 Queen Street Place, London EC4R1BE, United Kingdom.",https://data.humdata.org/image/2016-09-22-163403.752488logo_002.png,0,NL-KVK-73728489,projects and programmes,0,0,GB,"The International NGO Safety Organisation (INSO) is a British charity that supports the safety of aid workers by establishing safety coordination platforms in insecure contexts.

INSO provides registered NGOs with a range of free services including real-time incident tracking, analytical reports, safety related data and mapping, crisis management support, staff orientations and training.

INSO services help NGOs with their day-to-day risk management responsibilities and improve their overall situational awareness to support evidence-based humanitarian access decisions.",0,0,0,21,The data is published by country.,odc-pddl,active,one month
dcapitalpartners,D. Capital Partners,0,quarterly,0,0,0,"72-82 Rosebery Avenue, 2nd Floor, London, EC1R 4RW, United Kingdom",0,0,GB-COH-07627789,0,0,0,GB,0,0,0,0,30,0,notspecified,active,0
bfrri,Radios Rurales Internationales,0,not_specified,0,0,0,0,0,0,BF-MATD-118884808RR0001,0,0,0,BF,0,0,0,0,22,0,other-open,active,0
aicfo,Harakat - Afghanistan Investment Climate Facility Organization,0,quarterly,0,Yes,0,"Samandar Mahmodi
Head of Monitoring and Evaluation Unit 
samandar.mahmodi@harakat.af 
+93 700 522 521 ",0,0,0,We have projects. ,0,Verified,AF,0,www.harakat.af ,0,0,22,0,other-open,active,Quarterly basis 
krcs,Kenya Red Cross Society,0,quarterly,0,Yes only as xml,0,"HEADQUARTERS South C, RedCross Road, Off Popo Road
P.O. Box. 40712, 00100
Tel: +254 02 3950000
Cell (1): +254 703 037000
Cell (2): +254 722 206958
Cell (3): +254 733 333041

Toll Free HOTLINE: 1199
Email: info@redcross.or.ke",http://www.kenyaredcross.org/images/yootheme/logo_red.png,0,KE-CAP-256,Project,0,Operational,KE,The Kenya Red Cross Society was established on 21st December 1965 by the Kenya Red Cross Society Act. Its constitution is based on the Geneva conventions of 1949 and their additional protocols to which Kenya is a party.,0,0,0,15,one file per activity,odc-pddl,active,Quarterly
mic-uk,MICAIA,Quarterly,not_specified,0,A new user interface will need to be created via the website.,We only work on one country so never use other geographical fields.Various fields in the classifications section are not applicable and will never be used.,"Mr Andrew Kingman
Director
13 Windsor Road
Buxton
SK17 7NS",0,0,GB-CHC-1120413,Projects and programmes,We do not intend to exclude activities.,We have annual audited accounts. Project evaluations include internal monitoring and verification processes and external audit.,GB,MICAIA is a UK-registered charity that supports work in Mozambique undertaken by MICAIA Foundation and Eco-MICAIA Limited (social enterprise). MICAIA works to enable people to develop their capabilities and then supports people to establish sustainable livelihoods. MICAIA's work is clustered around four 'pillars of local prosperity' - a) Food security and the local food economy; b) Active citizenship; c) Sustainable management of natural resoures; d) Diverse and inclusive local economies,0,0,0,21,No,odc-pddl,active,Within three months
pul,Parhelion Underwriting Limited,0,quarterly,0,No.,Will be able to answer this once initial data input to standard has been completed.,"30 Upper High-Street,
Thame, Oxfordshire,
OX9 3EZ",0,0,GB-COH-05712574,"3 workstreams.
Reporting broken down by key indicators within the 3 workstreams.",We do not plan to exclude any full or partial records.  Will be able to answer this fully once initial data input to standard has been completed.,"The data is produced quarterly.  The status and accuracy of the data is audited/verified quarterly by FSD Africa once it has been uploaded to their reporting platform.  The audit/verification process may give rise to questions or requests for more information to further support the data produced.  It is anticipated that any further requests for information would be at a micro level as all data is checked internally before submission to FSD Africa.  The grant programme's financial records and reports are subject to an annual external audit, the process of which is due to take place May/June 2023.",GB,"Financial Sector Deepening Africa ('FSD Africa') has given a grant to Parhelion Underwriting Limited.  The objective of the grant programme is to achieve joint underwriting of geothermal energy development risk by African (re)insurers, thereby enabling mobilisation of African investment capital for geothermal energy projects in Africa.
FSD Africa is a specialist development agency working to reduce poverty by strengthening financial markets across sub-Saharan Africa. Based in Nairobi, FSD Africa’s team of financial sector experts work alongside governments, business leaders, regulators, and policy makers to design and build ambitious programmes that make financial markets work better for everyone. Established in 2012, FSD Africa is incorporated as a non-profit company limited by guarantee in Kenya. It is funded by UK aid from the UK government.
The primary programme partner is Parhelion Underwriting Ltd., a UK based specialist energy and climate risk finance advisory company providing transactional and advisory risk and insurance services. Its key markets are the renewable energy and climate finance sectors. It was established in 2006 in the UK and is regulated by the Financial Conduct Authority.
Another important partner is the Kenbright Group of Companies in Kenya. The group has the following subsidiaries: Kenbright Reinsurance Brokers Limited (established in 2017), Kenbright Actuarial & Financial Services Limited (established in 2015), Kenbright Healthcare Administrators Limited (established in 2005) and Kenbright Insurance Brokers Ltd (established in 1993). Kenbright is a locally owned financial services company that specializes in providing the East African Market with Actuarial & Financial advisory services. 
The programme has a duration of 3.5 years. ",N/A,0,N/A,70,Yes,cc-by-sa,active,Once initial data has been loaded data will be published within one month from the internal data capture/availability.
agri3_fund,The AGRI3 Fund,0,not_specified,0,0,0,0,0,0,NL-KVK-72908114,0,0,0,NL,0,0,0,0,30,0,cc-by,active,0
twbus,Translators without Borders US,0,not_specified,0,0,0,"30 Main Street, Suite 500
Danbury
CT
06810
",0,0,US-EIN-27-3840123,0,0,0,US,"Translators without Borders is a U.S. non-profit organization that aims to close the language gaps that hinder critical humanitarian and international development efforts worldwide.  TWB recognizes that the effectiveness of any aid program depends on delivering information in the language of the affected population. By maintaining a global network of professional translators, TWB helps non-profit organizations overcome communication barriers, increasing access to critical information and services while fostering a climate of understanding, respect, and dignity in times of great need.",0,0,0,21,0,odc-pddl,active,0
shirkatgah,Shirkat Gah-Women's Resource Centre,0,not_specified,0,0,0,68-Tipu Block New Garden Town Lahore Pakistan,0,0,PK-NTN-2158581-4,0,0,0,PK,"Founded in 1975, Shirkat Gah is a unique women-led collective with a diverse
& dedicated team of about 40 qualified and experienced professionals working
from four provincial and several satellite offices across Pakistan.
A resource centre for advocacy, capacitation, knowledge production and
dissemination, SG partners with civil society actors and government institutions
to bring about more inclusive democratic societies. An invited member of
multiple government committees for policy making and implementation, SG has
a track record of contributing to agenda setting processes from the provincial
to international levels and enjoys UN ECOSOC consultative status",0,0,0,22,0,other-open,active,0
lei,Land Equity International,0,not_specified,0,0,0,"Suite10 Kembla Terraces
74 Kembla Street
Wollongong NSW 2500
AUSTRALIA",0,0,AU-ABN-42097054165,0,0,0,AU,0,0,0,0,70,0,uk-ogl,active,0
sddirect,Social Development Direct Limited,0,not_specified,0,0,0,"Social Development Direct
4th Floor, Mill House
Little London
8 Mill Street
London
SE1 2BA
UK

Tel: +44(0)203 735 6400
Email: info@sddirect.org.uk",http://www.sddirect.org.uk/_assets/sdd-logo.png,0,GB-COH-03846881,0,0,0,GB,"Social Development Direct (SDDirect) is a leading provider of high-quality, innovative and expert social development assistance and research services. We work to build inclusive societies in which all women, men, girls and boys are valued and empowered to make choices about their own development.

We are a technical firm that offers in-depth thematic expertise in conflict prevention and peace building, governance voice and accountability, girls’ education, women’s economic empowerment, health rights and violence against women and girls.

We have a 15 year track record of providing high quality services that include technical advice and support, research, development assistance programme design, delivery and management, monitoring and evaluation. Our clients are leading international development agencies, iNGOs and Foundations. They trust us to provide robust, honest advice that is underpinned by the latest evidence.

We are a privately owned Small, Medium Enterprise (SME) with a global track record in over 50 countries.",0,0,0,70,0,notspecified,active,0
kpomasse,Commune de Kpomassè - Bénin,0,not_specified,0,0,0,0,0,0,BJ-IFU-6201101182902,0,0,0,BJ,0,0,0,0,15,0,odc-by,active,0
wellfound,Wellfound,0,quarterly,0,0,0,Anthony Kingsley,0,0,GB-CHC-1110434,0,0,0,GB,0,0,0,0,21,0,cc-by,active,0
wwf_bolivia,"World Wildlife Fund Inc, Bolivia Program Office",0,annually,0,0,0,"Calle Los Pitones #2070
Santa Cruz, Bolivia",0,0,BO-NIT-1013209020,0,0,0,BO,0,0,0,0,21,0,odc-pddl,active,0
chanceforchildhood,Chance for Childhood,"Annually to begin with as we are new publishers, increasing in frequency as we move forward and become more accustomed to publication. ",annually,https://chanceforchildhood.org/wp-content/uploads/2019/08/IATI-CFC-Implementation-Schedule-FINAL.pdf,"Yes, there will be a link on our website. ",We will be providing data for all of the mandatory elements. ,"Chance for Childhood 
Westmead House
Farnborough
Hampshire 
GU14 7LP
UK",https://chanceforchildhood.org/wp-content/uploads/2014/06/Chance-for-Childhood-logo.jpg,0,GB-CHC-1013587,Projects and programmes ,"As defined in Chance for Childhood’s “Open Information Policy”,

“Chance for Childhood will not make information public that would:
•	Compromise the safety and security of Chance for Childhood staff, partners or communities they serve;
•	Result in Chance for Childhood or our partners’ operations being banned, restricted or suspended;
•	Cause a negative impact on the communities we serve;
•	Break legal, copyright, child protection, data protection, partner confidentiality, commercial or contractual obligations;
•	Be considered to be of no/little public interest or if the request is made in an unreasonable manner.
•	Have financial or time implications disproportionate to the request.”
","As outlined in our monitoring and evaluation strategy CfC is committed to ensure quality data is rigorously collected and analysed across all of our programmes so as to ensure evidence is generated and used to inform future programming.  Within CfC data is collected and used to estimate the demand and appropriateness of our services, understand key characteristics of the people we work with, find out which services are working for which people, establish whether an impact has been generated and how long the impact is likely to last.

CfC’s approach to data and evidence is guided by the following principles:

•	Transparency – data and evidence are to contribute to CfC’s external and internal accountability, by generating solid and accessible evidence that clearly explains CfC’s scope and reach (what we do, where we work and the people we reach) and tells CfC’s impact story (our contribution to impact and outcomes) highlighting different perspectives of children and key stakeholders in decisions and actions throughout the life cycle of a project or initiative. This includes accountability to participants, donors and other stakeholders.
•	Learning – data and evidence is conducive to learning and potentially to multiplying impact, by generating and documenting evidence that strengthens the organisational memory and expertise, plus energises learning dialogues and the identification of successful models and/or opportunities for scale-up.
•	Inclusion – data collection and its analysis also needs to respect the safety and dignity of stakeholders with whom CfC works by using ethical methods and incorporating perspectives of all target groups including children affected by disabilities. 
•	Gender responsive – data and evidence systems and practices should promote gender equality, by ensuring ethical data collection methods and evidence are selected and different perspectives for boys and girls/ men and women are taken into account and respond to any gender specific recommendation or request.
•	Child participation – children and young people need to be consistently involved in the data collection processes as they are the primary beneficiaries and agents of CfC’s work.
Recognising that it is only though effective data analysis that we can keep track of our performance and impact, data itself plays a pivotal role in strengthening effectiveness of CfC interventions. Data analysis will only provide a realistic insight and will suggest real-time and practical measures if the data is genuine and free from any errors, discrepancies or interpretations. Therefore, it is essential to maintain the neutrality, credibility, quality and accuracy of the collected data.

The efficacy and accuracy of the data collection process at CfC is guaranteed by the following measures in the data collection techniques. 

1.	Use of reliable data resources. Data resources play the most crucial role in effective data collection and further analysis. When collecting data, we seek to ensure the reliability and credibility of data collectors and systems responsible for data and information generation. We do this by delivering specific training in data collection methods and continuously supporting partners to gather and analyse data.

2.	Set data quality goals: we set realistic goals and quality thresholds against which we assess and improve overall data quality. 

3.	Review the Data: Reviewing is an efficient way to check quality and appropriateness of the data. We therefore have in place ways to review and double check the data entered, for instance through spot checks carried out by senior managers or, in the case of external evaluations, through a quality assurance professional who reviews the data and assists in reducing the data errors.

4.	Triangulation: in every internal or external evaluation we systematically use different data sources to triangulate and validate data through cross verification. This allows us to test the consistency of findings obtained through various instruments and assess some of the threats or multiple causes influencing our results.

5.	Confidentiality: linking to our data protection policy we ensure that data collected, particularly sensitive data, does not harm the identity and privacy of our stakeholders. We therefore ensure anonymity of participants, confidentiality of results and always seek consent forms. 
",GB,"Chance for Childhood works in five countries across sub-Saharan Africa to improve the lives of the most vulnerable children and young people, such as street children, disabled children, children affected by conflict and kids behind bars",0,0,0,21,IATI data will be published in separate files per programme - none of our programmes cross international borders so there will be no need to separate these programmes by country/region. ,odc-by,active,We will be publishing data for year 2018 in September 2019 but will publish data for year 2019 in the first quarter of 2020 once we it been approved by internal review. 
avsi_uganda,AVSI FOUNDATION IN UGANDA,0,not_specified,0,0,0,0,0,0,UG-NGB-5914-129,0,0,0,UG,0,0,0,0,21,0,notspecified,active,0
oneacrefund,One Acre Fund,0,not_specified,0,0,0,0,0,0,US-DOS-64562614,0,0,0,0,0,0,0,0,21,0,notspecified,active,0
hiuk,Handicap International UK,0,not_specified,0,0,0,0,0,0,GB-CHC-1082565,Federal structure - HQ in France,0,0,GB,0,0,0,0,80,0,notspecified,active,0
uvcw,Union des Villes et Communes de Wallonie (UVCW),0,not_specified,0,0,0,0,0,0,BE-BCE_KBO-0451461655,0,0,0,BE,0,0,0,0,15,0,notspecified,active,0
