Publisher Name,Publisher Registry Id,Contacts (with valid data),Location Details (with valid data),Geographic Coordinates (with valid data),DAC Sectors (with valid data),Capital Spend (with valid data),Activity Documents (with valid data),Aid Type (with valid data),Recipient Language (with valid data),Result/ Indicator (with valid data),Average (with valid data),Contacts (with any data),Location Details (with any data),Geographic Coordinates (with any data),DAC Sectors (with any data),Capital Spend (with any data),Activity Documents (with any data),Aid Type (with any data),Recipient Language (with any data),Result/ Indicator (with any data),Average (with any data)
Kemitraan Bagi Pembaruan Tata Pemerintahan,kemitraan,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Kenya Community Development Foundation,kcdf,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,55.55555555555556
Kenya National Commission on Human Rights,knchr,0.0,0.0,0.0,100.0,0.0,6.25,0.0,100.0,100.0,34.02777777777778,0.0,0.0,0.0,100.0,0.0,6.25,0.0,100.0,100.0,34.02777777777778
Kenya Private Sector Alliance,kepsa,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,55.55555555555556,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,55.55555555555556
Kepa ry,kepa,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Kerk in Actie,kerk_in_actie,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222
Kesho Kenya,kesho_kenya,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
kidasha,kidasha,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,44.44444444444444,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,44.44444444444444
King Hussein Foundation,khf,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,44.44444444444444
King Salman Humanitarian Aid and Relief Centre,ksrelief291,0.0,0.0,0.0,100.0,0.0,0.0,99.29742388758783,23.28125,0.0,24.730963765287537,0.0,0.0,0.0,100.0,0.0,0.0,99.29742388758783,23.28125,0.0,24.730963765287537
King's College London,kingscollegelondon,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,16.666666666666668,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,16.666666666666668
Kisumu Medical and Education Trust,kmet,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
KITUO CHA SHERIA,kituo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111
KIYO,kiyo,0.0,83.33333333333334,83.33333333333334,100.0,0.0,0.0,100.0,25.0,0.0,43.51851851851852,0.0,83.33333333333334,83.33333333333334,100.0,0.0,0.0,100.0,25.0,0.0,43.51851851851852
Koepel van de Vlaamse Noord-Zuidbeweging 11.11.11 VZW,111111_publisher,17.647058823529413,94.11764705882352,94.11764705882352,100.0,0.0,0.0,100.0,41.66666666666667,17.647058823529413,51.688453159041394,17.647058823529413,94.11764705882352,94.11764705882352,100.0,0.0,0.0,100.0,41.66666666666667,17.647058823529413,51.688453159041394
Koninklijk Nederlands Meteorologisch Instituut,knmi,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
KPMG Advisory Limited (Tanzania),kpmgea,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
KPMG LLP,kpmgllp,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,22.22222222222222,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,22.22222222222222
Kvinna till Kvinna,ktk,0.0,0.0,0.0,100.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666,22.222222222222218,0.0,0.0,0.0,100.0,0.0,33.33333333333333,0.0,0.0,66.66666666666666,22.222222222222218
KwaAfrica,kwaafrica,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Kwame Nkrumah University of Science and Technology,knust,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Kyiv School of Economics and Management,kse,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
LAMB Health Care Foundation,lhcf,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,44.44444444444444
Land Equity International,lei,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Landell Mills,landell-mills,0.0,0.0,0.0,100.0,0.0,33.33333333333333,100.0,0.0,0.0,25.925925925925924,0.0,0.0,0.0,100.0,0.0,33.33333333333333,100.0,0.0,0.0,25.925925925925924
Larive International,larive,10.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,20.0,16.666666666666668,10.0,0.0,0.0,100.0,0.0,0.0,20.0,0.0,20.0,16.666666666666668
Laterite B.V.,laterite_bv,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,0.0,50.0,50.0,100.0,0.0,0.0,100.0,0.0,0.0,33.333333333333336,0.0,50.0,50.0,100.0,0.0,0.0,100.0,0.0,0.0,33.333333333333336
Le Monde selon les femmes asbl,mondefemmes,56.25,81.25,75.0,100.0,0.0,6.25,100.0,70.0,43.75,59.166666666666664,56.25,81.25,81.25,100.0,0.0,6.25,100.0,70.0,43.75,59.861111111111114
LEAD International,lead_international,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Leaders International,lifed_admin,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,33.333333333333336
Leaders of Tomorrow,sqf,100.0,100.0,100.0,0.0,0.0,100.0,100.0,-,0.0,55.55555555555556,100.0,100.0,100.0,0.0,0.0,100.0,100.0,-,0.0,55.55555555555556
Learning for Life,learningforlife,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Legal Action Worldwide,law,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Lemann Foundation,lemann,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Leonard Cheshire Disability,lcd_admin,0.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,0.0,27.77777777777778,0.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,0.0,27.77777777777778
Lepra,lepra,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,limpal-colombia,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,66.66666666666667,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,66.66666666666667
Light Castle Partners,lcp,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Light For The World Belgium,lftw-be,50.0,62.5,62.5,100.0,0.0,12.5,100.0,80.0,25.0,54.72222222222222,50.0,62.5,62.5,100.0,0.0,12.5,100.0,80.0,25.0,54.72222222222222
Light for the World International,lftw-int,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Link Community Development International,lcdi_admin,100.0,0.0,0.0,100.0,0.0,0.0,66.66666666666666,50.0,0.0,35.18518518518518,100.0,0.0,0.0,100.0,0.0,0.0,66.66666666666666,50.0,0.0,35.18518518518518
Link Community Development Scotland,lcds,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336
Linking Pin Africa Ltd,lpa,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Lively Minds,livelyminds,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Liverpool School of Tropical Medicine,lstm,71.42857142857143,0.0,0.0,100.0,0.0,0.0,57.14285714285714,-,0.0,25.3968253968254,71.42857142857143,0.0,0.0,100.0,0.0,0.0,57.14285714285714,-,0.0,25.3968253968254
Living Earth Foundation,livingearth12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,22.22222222222222
living peace institute,lpi,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
LIWA programme trust,liwa-admin,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Local Development and Small Projects Support,ldsps,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
London Business School,lbs,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
London School of Economics and Political Science,lse,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
London School of Hygiene and Tropical Medicine,lshtm,0.0,0.0,0.0,100.0,0.0,0.0,42.857142857142854,-,0.0,15.873015873015873,0.0,0.0,0.0,100.0,0.0,0.0,42.857142857142854,-,0.0,15.873015873015873
Loughborough University,lboro,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,100.0,0.0,14.814814814814813,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,100.0,0.0,14.814814814814813
Louvain Coopération,lc,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
LTS International Limited,lts,0.0,0.0,0.0,85.71428571428571,0.0,0.0,0.0,0.0,0.0,9.523809523809524,0.0,0.0,0.0,85.71428571428571,0.0,0.0,0.0,0.0,0.0,9.523809523809524
Luminate Foundation Inc.,luminate,100.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,33.333333333333336
LVCT Health,lvct,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
M&C Saatchi,mcs_new,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Maastricht School of Management,msm-ipd,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
MADE in Europe,mie-1134415,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,55.55555555555556
MAG,mag,36.36363636363637,0.0,0.0,100.0,0.0,0.0,0.0,27.27272727272727,45.45454545454545,23.232323232323235,36.36363636363637,0.0,0.0,100.0,0.0,0.0,0.0,27.27272727272727,45.45454545454545,23.232323232323235
Magariro,magariro,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
"Mahila Sarvangeen Utkarsh Mandal, Pune, India",masumpune_87,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
Mainline,mainline,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Makerere University,maksph,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,66.66666666666667,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,66.66666666666667
Malaria Consortium,malariaconsortium,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mama Cash,mamac,100.0,76.92307692307693,0.0,100.0,0.0,7.6923076923076925,100.0,-,84.61538461538461,52.13675213675213,100.0,76.92307692307693,0.0,100.0,0.0,7.6923076923076925,100.0,-,84.61538461538461,52.13675213675213
MAMTA - Health Institute for Mother and Child,mamta_himc,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,44.44444444444444,100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,44.44444444444444
Mango Tree Property Management LTD,mangotree,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
MannionDaniels,manniondaniels,100.0,0.0,0.0,100.0,0.0,8.695652173913043,8.695652173913043,0.0,4.3478260869565215,24.63768115942029,100.0,0.0,0.0,100.0,0.0,8.695652173913043,8.695652173913043,0.0,4.3478260869565215,24.63768115942029
MapAction,mapaction,0.0,0.0,0.0,50.0,0.0,0.0,100.0,75.0,0.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,75.0,0.0,30.555555555555557
Marsa Sexual Health Center,marsa_welead,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222
marysmeals,marysmeals,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mastercard Foundation,mastercard-foundation,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Max Foundation,max-foundation,100.0,16.666666666666664,16.666666666666664,100.0,16.666666666666664,16.666666666666664,16.666666666666664,0.0,66.66666666666666,38.888888888888886,100.0,16.666666666666664,16.666666666666664,100.0,16.666666666666664,16.666666666666664,16.666666666666664,0.0,66.66666666666666,38.888888888888886
Maxwell Stamp PLC,mstamp,100.0,0.0,0.0,100.0,0.0,66.66666666666666,0.0,0.0,0.0,29.629629629629626,100.0,0.0,0.0,100.0,0.0,66.66666666666666,0.0,0.0,0.0,29.629629629629626
McKinsey & Company,mck,50.0,0.0,0.0,100.0,0.0,0.0,0.0,33.33333333333333,0.0,20.370370370370367,50.0,0.0,0.0,100.0,0.0,0.0,0.0,33.33333333333333,0.0,20.370370370370367
McKinsey Development Partners,mdp,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,11.11111111111111,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,11.11111111111111
MDF Global,mdf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
MedAccess Guarantee Limited,medaccess,100.0,0.0,0.0,0.0,0.0,0.0,100.0,-,0.0,22.22222222222222,100.0,0.0,0.0,0.0,0.0,0.0,100.0,-,0.0,22.22222222222222
Medair,medair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,41.17647058823529,94.11764705882352,94.11764705882352,100.0,0.0,0.0,100.0,40.0,41.17647058823529,56.73202614379085,41.17647058823529,94.11764705882352,94.11764705882352,100.0,0.0,0.0,100.0,40.0,41.17647058823529,56.73202614379085
Medecins du Monde France,mdm-fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Media Development Investment Fund,mdif,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Media Foundation for West Africa,mfwa,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,100.0,55.55555555555556
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
MedicineAfrica Ltd.,medafrica,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Medicos del Mundo,mdm_spain,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Memisa,memisa,0.0,87.5,87.5,100.0,0.0,0.0,100.0,16.666666666666664,0.0,43.51851851851852,0.0,87.5,87.5,100.0,0.0,0.0,100.0,16.666666666666664,0.0,43.51851851851852
Meningitis Research Foundation,mrf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mensen met een Missie,mm1,100.0,0.0,0.0,100.0,0.0,15.384615384615385,100.0,0.0,61.53846153846154,41.88034188034188,100.0,0.0,0.0,100.0,0.0,15.384615384615385,100.0,0.0,61.53846153846154,41.88034188034188
Mercy Corps Europe,mce,93.33333333333333,13.333333333333334,0.0,100.0,0.0,26.666666666666668,100.0,33.33333333333333,13.333333333333334,42.222222222222214,93.33333333333333,13.333333333333334,0.0,100.0,0.0,26.666666666666668,100.0,33.33333333333333,13.333333333333334,42.222222222222214
Mercy Corps Global,mcg,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mercy Corps Netherlands,mcn,100.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,100.0,50.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,100.0,50.0
Mercy Ships UK Limited,msuk,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mercy-USA for Aid and Development,mercy-usa,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,55.55555555555556,100.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,55.55555555555556
MICAIA,mic-uk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micaia Foundation,micfound,100.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,27.77777777777778,100.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,50.0,27.77777777777778
Micro Insurance Academy,mia_india,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
MicroLoan Foundation,mlf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Miel Maya Honing asbl,mmha,0.0,75.0,75.0,100.0,0.0,0.0,100.0,0.0,0.0,38.888888888888886,0.0,75.0,75.0,100.0,0.0,0.0,100.0,0.0,0.0,38.888888888888886
Mifumi UK,mifumi_uk,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,44.44444444444444,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,44.44444444444444
Milieudefensie,foenl,11.76470588235294,0.0,0.0,100.0,0.0,11.76470588235294,100.0,57.14285714285714,47.05882352941176,36.41456582633053,11.76470588235294,0.0,0.0,100.0,0.0,11.76470588235294,100.0,57.14285714285714,47.05882352941176,36.41456582633053
Millennium Challenge Corporation,millenniumchallenge,6.857142857142858,14.399999999999999,14.399999999999999,56.114285714285714,56.114285714285714,4.8,100.0,39.65714285714286,2.5142857142857142,32.761904761904766,6.857142857142858,14.399999999999999,14.399999999999999,56.114285714285714,56.114285714285714,4.8,100.0,39.65714285714286,2.5142857142857142,32.761904761904766
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Ministry of Foreign Affairs of  Japan,mofa-jpn,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,21.168866145973606,49.87880420145435,49.55561540533262,100.0,0.0,100.0,63.93751683274979,19.574468085106382,10.611365472663614,46.08073734925338,21.168866145973606,49.87880420145435,49.55561540533262,100.0,0.0,100.0,63.93751683274979,19.574468085106382,10.611365472663614,46.08073734925338
Ministère de l'Economie et des Finances du Bénin,mefbenin,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Minority Rights Group,mrg,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Mission Øst,missioneast,100.0,0.0,0.0,100.0,0.0,100.0,0.0,-,0.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,100.0,0.0,-,0.0,33.333333333333336
Mondiaal FNV (Stichting),mondiaalfnv,100.0,0.0,0.0,100.0,0.0,76.59574468085107,0.0,33.33333333333333,63.829787234042556,41.52876280535855,100.0,0.0,0.0,100.0,0.0,78.72340425531915,0.0,33.33333333333333,63.829787234042556,41.765169424743895
Montrose International LLP,montrose_llp,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
mothers2mothers,m2m_sa,100.0,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,33.333333333333336,100.0,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,33.333333333333336
Motivation,motivation,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336
Mott MacDonald Limited,mml,90.9090909090909,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,43.43434343434343,90.9090909090909,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,43.43434343434343
MSI Reproductive Choices,msi,100.0,0.0,0.0,100.0,0.0,16.666666666666664,100.0,75.0,16.666666666666664,45.37037037037037,100.0,0.0,0.0,100.0,0.0,16.666666666666664,100.0,75.0,16.666666666666664,45.37037037037037
Mukisa Foundation,mukisa_foundation,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mulanje Mission Hospital,mmh,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Multilateral Investment Fund,fomin,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Musalaha Ministry of Reconciliation,mmr_admin2,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Musawah Global Vision Berhad,musawah,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,100.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,100.0,33.333333333333336
Muslim Aid,muslimaid,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222
MVO Nederland,mvo_nederland,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Mwatana for Human Rights,mwatana,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,88.88888888888889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,88.88888888888889
Mzumbe University,m_u,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Médecins Sans Vacances,msv,0.0,80.0,80.0,100.0,0.0,0.0,100.0,0.0,0.0,40.0,0.0,80.0,80.0,100.0,0.0,0.0,100.0,0.0,0.0,40.0
Nadji.Bi Sénégal SUARL,sn-ninea-50255162x2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,11.11111111111111
NAGAAD,nagaad,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,33.333333333333336
Nairobi Climate Network,theclimatenetwork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0
"Namati, Inc",namati_inc,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Nathan Associates London Ltd.,nathan,0.0,0.0,0.0,45.45454545454545,0.0,72.72727272727273,0.0,70.0,0.0,20.90909090909091,0.0,0.0,0.0,45.45454545454545,0.0,72.72727272727273,0.0,70.0,0.0,20.90909090909091
National Coalition of Human Rights Defenders - Kenya,nchrdk,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,66.66666666666667,100.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0,66.66666666666667
National Union of Women With Disabilities of Uganda,nuwodu,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777
Natural Justice,nj_1,100.0,0.0,0.0,100.0,100.0,22.22222222222222,100.0,37.5,88.88888888888889,60.956790123456784,100.0,0.0,0.0,100.0,100.0,22.22222222222222,100.0,37.5,88.88888888888889,60.956790123456784
Natural Resource Governance Institute (NRGI),nrgi,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
"Natural Resources Institute, University of Greenwich.",nri,27.27272727272727,0.0,0.0,100.0,0.0,18.181818181818183,0.0,100.0,0.0,27.27272727272727,27.27272727272727,0.0,0.0,100.0,0.0,18.181818181818183,0.0,100.0,0.0,27.27272727272727
Nature and Development Foundation,ndf_fgm,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336
NatureFinance,nf2022,100.0,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,33.333333333333336,100.0,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,33.333333333333336
Near East Foundation (NEF USA),nef_usa,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Near East Foundation Mali (NEF Mali),nef_mali,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Near East Foundation UK (NEF UK),nef-uk,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Neem Foundation,neem,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Neopenda,neopenda,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Neotree,nt_2024,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336
Nepal Disabled Human Rights Center,dhrc_nepal,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Nepal Netra Jyoti Sangh,nnjs_nepal,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Nesta,nesta,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,22.22222222222222
